start_t,stop_t,server,count
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,2
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,2
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40321,1,1
40320,40322,4,2
40320,40322,13,2
40320,40322,13,2
40320,40322,13,2
40320,40322,13,2
40320,40322,13,2
40320,40322,13,2
40320,40322,14,2
40320,40322,1,2
40320,40322,1,2
40320,40322,1,2
40320,40322,1,2
40320,40322,1,2
40320,40322,1,3
40320,40322,1,2
40320,40322,1,2
40320,40322,1,2
40320,40322,1,2
40320,40322,1,2
40320,40322,1,2
40320,40322,1,2
40320,40322,1,2
40320,40322,1,2
40320,40322,1,2
40320,40322,1,2
40320,40322,1,2
40320,40322,1,2
40320,40322,1,2
40320,40322,1,2
40320,40322,1,2
40320,40322,1,2
40320,40322,1,2
40320,40322,1,2
40320,40322,1,3
40320,40323,3,3
40320,40323,3,3
40320,40323,13,5
40320,40323,14,3
40320,40323,1,3
40320,40323,1,4
40320,40323,1,3
40320,40323,1,3
40320,40323,1,3
40320,40323,1,3
40320,40323,1,3
40320,40323,1,3
40320,40323,1,3
40320,40323,1,3
40320,40324,1,4
40320,40324,1,9
40320,40324,1,4
40320,40325,7,1
40320,40325,7,1
40320,40325,7,2
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,2
40320,40325,7,2
40320,40325,7,1
40320,40325,7,2
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,2
40320,40325,7,1
40320,40325,7,2
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,2
40320,40325,7,2
40320,40325,7,1
40320,40325,7,1
40320,40325,7,3
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,2
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,3
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,2
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,3
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,3
40320,40325,7,2
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,2
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,2
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,2
40320,40325,7,3
40320,40325,7,1
40320,40325,7,1
40320,40325,7,2
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,2
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,3
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,2
40320,40325,7,2
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,2
40320,40325,7,1
40320,40325,7,2
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,7,1
40320,40325,2,1
40320,40325,2,1
40320,40325,10,1
40320,40325,10,3
40320,40325,10,2
40320,40325,10,1
40320,40325,10,1
40320,40325,10,1
40320,40325,10,15
40320,40325,10,1
40320,40325,10,1
40320,40325,10,1
40320,40325,1,7
40320,40325,12,1
40320,40325,12,1
40320,40325,12,1
40320,40325,12,1
40320,40325,12,1
40320,40325,12,1
40320,40325,12,2
40320,40330,7,3
40320,40330,7,2
40320,40330,7,3
40320,40330,7,2
40320,40330,7,2
40320,40330,7,3
40320,40330,7,2
40320,40330,7,2
40320,40330,7,2
40320,40330,7,3
40320,40330,7,3
40320,40330,7,3
40320,40330,7,2
40320,40330,7,2
40320,40330,7,4
40320,40330,7,2
40320,40330,7,2
40320,40330,7,3
40320,40330,7,2
40320,40330,7,3
40320,40330,7,3
40320,40330,7,3
40320,40330,7,2
40320,40330,7,3
40320,40330,7,2
40320,40330,7,2
40320,40330,7,2
40320,40330,2,3
40320,40330,10,3
40320,40330,10,21
40320,40330,10,2
40320,40330,12,3
40320,40335,7,3
40320,40335,7,4
40320,40335,7,3
40320,40335,7,7
40320,40335,7,3
40320,40335,7,4
40320,40335,10,3
40320,40335,10,6
40320,40335,12,4
40320,40340,7,5
40320,40340,7,5
40320,40345,10,6
40320,40350,10,8
40320,40360,10,21
40380,40385,7,1
40380,40381,4,1
40380,40381,4,1
40380,40381,4,1
40380,40381,1,1
40380,40381,4,1
40380,40381,1,1
40380,40381,4,1
40380,40381,1,1
40380,40381,4,1
40380,40381,4,1
40380,40381,4,1
40380,40381,4,1
40380,40381,4,1
40380,40381,4,2
40380,40381,4,1
40380,40381,4,1
40380,40381,4,1
40380,40381,4,1
40380,40381,4,1
40380,40381,4,1
40380,40381,3,1
40380,40381,3,1
40380,40381,3,1
40380,40381,3,1
40380,40381,3,1
40380,40381,3,1
40380,40381,3,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,13,1
40380,40381,9,1
40380,40381,9,1
40380,40381,9,1
40380,40381,9,1
40380,40381,14,1
40380,40381,14,1
40380,40381,14,1
40380,40381,14,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,2
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,2
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,2
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,2
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40381,1,1
40380,40382,4,2
40380,40382,4,2
40380,40382,4,3
40380,40382,13,2
40380,40382,13,2
40380,40382,14,2
40380,40382,14,2
40380,40382,1,2
40380,40382,1,2
40380,40382,1,2
40380,40382,1,2
40380,40382,1,2
40380,40382,1,2
40380,40382,1,3
40380,40382,1,2
40380,40382,1,2
40380,40382,1,2
40380,40382,1,2
40380,40382,1,2
40380,40382,1,2
40380,40382,1,2
40380,40382,1,2
40380,40382,1,2
40380,40382,1,2
40380,40382,1,2
40380,40382,1,2
40380,40382,1,2
40380,40382,1,2
40380,40382,1,2
40380,40382,1,2
40380,40382,1,2
40380,40383,4,3
40380,40383,4,3
40380,40383,13,3
40380,40383,1,3
40380,40383,1,3
40380,40383,1,3
40380,40383,1,3
40380,40383,1,3
40380,40383,1,3
40380,40383,1,3
40380,40384,1,4
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,2
40380,40385,7,1
40380,40385,7,2
40380,40385,7,2
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,4
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,2
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,2
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,2
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,2
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,2
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,2
40380,40385,7,1
40380,40385,7,2
40380,40385,7,2
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,2
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,7,1
40380,40385,2,1
40380,40385,10,1
40380,40385,10,1
40380,40385,10,1
40380,40385,1,6
40380,40385,1,5
40380,40385,1,5
40380,40385,12,2
40380,40385,12,1
40380,40385,12,1
40380,40385,12,1
40380,40385,12,1
40380,40385,12,1
40380,40385,12,3
40380,40385,12,1
40380,40385,12,1
40380,40385,12,1
40380,40385,12,2
40380,40385,12,1
40380,40385,12,3
40380,40385,12,4
40380,40385,12,1
40380,40385,12,1
40380,40385,12,1
40380,40385,12,3
40380,40385,12,1
40380,40385,12,1
40380,40385,12,1
40380,40385,12,1
40380,40385,12,1
40380,40385,12,1
40380,40385,12,1
40380,40385,12,2
40380,40385,12,1
40380,40385,12,1
40380,40385,12,1
40380,40385,12,1
40380,40385,12,1
40380,40385,12,1
40380,40385,12,1
40380,40385,12,1
40380,40385,12,1
40380,40385,12,1
40380,40385,12,2
40380,40385,12,1
40380,40385,12,1
40380,40385,12,1
40380,40387,4,7
40380,40390,7,2
40380,40390,7,3
40380,40390,7,2
40380,40390,7,3
40380,40390,7,4
40380,40390,7,2
40380,40390,7,2
40380,40390,7,5
40380,40390,7,2
40380,40390,7,2
40380,40390,7,2
40380,40390,12,2
40380,40390,12,2
40380,40390,12,2
40380,40390,12,6
40380,40390,12,3
40380,40390,12,2
40380,40390,12,3
40380,40390,12,2
40380,40395,12,4
40380,40395,12,5
40380,40400,12,4
40440,40441,4,1
40440,40441,4,1
40440,40441,13,1
40440,40441,4,1
40440,40441,1,1
40440,40441,4,1
40440,40441,3,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,13,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,2
40440,40441,1,1
40440,40441,1,1
40440,40441,1,2
40440,40441,1,1
40440,40441,1,2
40440,40441,1,1
40440,40441,1,1
40440,40441,1,2
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,2
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,2
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,1,1
40440,40441,6,1
40440,40442,4,2
40440,40442,13,2
40440,40442,13,2
40440,40442,14,2
40440,40442,1,2
40440,40442,1,2
40440,40442,1,2
40440,40442,1,2
40440,40442,1,2
40440,40442,1,2
40440,40442,1,2
40440,40442,1,2
40440,40442,1,2
40440,40442,1,2
40440,40442,1,2
40440,40442,1,2
40440,40442,1,2
40440,40442,1,2
40440,40442,1,2
40440,40442,1,2
40440,40442,1,2
40440,40442,1,3
40440,40442,1,2
40440,40442,1,2
40440,40442,1,2
40440,40442,1,2
40440,40442,1,2
40440,40442,1,2
40440,40442,1,2
40440,40442,6,2
40440,40443,3,3
40440,40443,3,3
40440,40443,14,3
40440,40443,1,3
40440,40443,1,3
40440,40443,1,3
40440,40443,1,3
40440,40443,1,3
40440,40443,1,3
40440,40443,1,4
40440,40443,1,3
40440,40443,6,3
40440,40444,4,5
40440,40444,4,4
40440,40444,1,4
40440,40444,1,4
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,2
40440,40445,7,2
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,2
40440,40445,7,1
40440,40445,7,2
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,1
40440,40445,7,2
40440,40445,7,1
40440,40445,7,1
40440,40445,2,1
40440,40445,2,1
40440,40445,2,1
40440,40445,2,1
40440,40445,10,1
40440,40445,10,1
40440,40445,10,1
40440,40445,10,1
40440,40445,10,1
40440,40445,10,1
40440,40445,1,6
40440,40445,1,5
40440,40445,12,1
40440,40445,12,2
40440,40445,12,1
40440,40445,12,1
40440,40445,12,1
40440,40445,12,2
40440,40446,1,7
40440,40450,7,3
40440,40450,7,4
40440,40450,7,3
40440,40450,7,3
40440,40450,7,2
40440,40450,10,2
40440,40453,4,16
40440,40455,7,3
40440,40455,7,3
40440,40460,7,4
40440,40460,7,4
40500,40501,1,1
40500,40501,4,1
